elo,match32,top3_32,cploss32,match256,top3_256,cploss256,match4096,top3_4096,cploss4096,match65536,top3_65536,cploss65536
1706,1,1,0,1,1,21,0,1,41,0,1,0
1908,0,1,0,0,1,24,0,0,30,0,0,22
1652,0,0,106,0,0,76,0,1,59,0,1,120
1391,0,0,33,0,1,0,1,1,0,1,1,6
2122,0,0,291,0,0,282,0,1,233,0,0,367
1391,0,0,63,0,0,124,0,0,19,0,1,48
1083,0,1,0,1,1,0,0,0,15,0,1,8
1151,1,1,0,1,1,19,0,1,65,0,0,21
1006,0,1,0,1,1,48,0,1,92,0,1,58
1252,1,1,13,1,1,5,0,1,21,1,1,29
2085,0,0,57,0,0,62,0,0,22,0,1,3
1419,0,0,325,0,0,519,0,0,18,0,1,0
1924,0,1,59,0,1,40,1,1,0,1,1,0
2582,0,1,0,1,1,0,1,1,7,1,1,0
1668,0,1,0,1,1,4,1,1,0,1,1,19
1031,1,1,0,1,1,0,1,1,0,1,1,0
2007,1,1,56,1,1,21,1,1,22,0,0,9
1062,0,1,52,0,0,29,0,1,2489,1,1,0
1797,0,0,27,0,0,127,0,1,51,0,1,26
1072,0,1,55,0,0,0,0,1,27,1,1,41
1500,0,0,0,1,1,29,0,1,40,0,0,75
1386,0,0,56,0,1,158,0,0,155,0,0,181
2298,0,1,18,0,1,15,1,1,25,0,1,0
1140,1,1,0,1,1,0,0,1,0,1,1,5
1838,0,1,102,0,1,56,0,0,489,0,0,543
1392,0,0,1904,0,1,1871,0,1,1855,0,0,1833
1698,0,0,63,0,0,90,0,0,113,0,0,58
1741,0,1,15,0,1,43,0,0,179,0,0,81
2101,0,1,120,0,1,0,0,0,83,0,0,60
1640,0,1,12,0,1,12,1,1,0,1,1,10
1868,0,0,10,0,1,173,0,0,10,0,0,32
1756,1,1,45,1,1,112,1,1,0,1,1,7
2227,0,1,0,1,1,51,0,1,0,1,1,0
1687,1,1,0,1,1,39,0,1,39,0,1,4
1507,0,0,4,0,1,22,0,1,0,0,1,0
1836,0,0,8,0,0,32,0,1,814,0,0,1884
1483,0,0,85,0,0,70,0,0,0,0,0,3
1761,0,0,19,0,1,71,0,0,44,0,1,15
2231,0,1,165,0,1,214,0,0,329,0,0,572
1053,0,0,10,0,1,82,0,0,20,0,1,91
2223,1,1,48,0,1,34,0,1,42,0,1,64
1542,0,0,32,0,1,62,0,0,205,0,0,201
2123,0,0,131,0,0,86,0,1,124,0,1,73
1268,0,1,52,0,0,85,0,0,83,0,0,92
1727,0,0,98,0,1,0,0,0,164,0,0,161
2219,0,1,100,0,1,100,0,0,70,0,0,45
1696,0,1,14,0,1,10,0,1,41,0,0,5
1254,0,1,0,0,1,70,0,1,43,1,1,17
1870,0,0,31,0,0,84,0,0,141,0,0,190
1249,0,1,88,0,1,151,0,0,59,0,0,63
1246,0,1,25,0,1,74,0,0,57,0,0,79
2311,0,0,106,0,0,34,0,0,15,1,1,16
2172,0,0,5,0,1,43,0,1,45,1,1,19
2347,0,1,0,1,1,100,0,1,0,0,1,59
1803,1,1,0,1,1,0,1,1,42,1,1,20
1950,0,0,43,0,1,11,1,1,13,0,1,2
1545,0,0,25,0,1,68,1,1,0,0,0,0
843,0,1,39,0,1,7,0,1,0,1,1,0
1401,0,0,96,0,0,82,0,0,176,0,0,136
1695,0,1,0,1,1,114,0,1,49,0,1,88
884,1,1,10,1,1,17,1,1,20,0,1,33
1242,0,1,9,0,1,55,0,0,120,0,0,17
1245,0,0,1773,0,1,1738,0,1,1729,0,1,1547
1167,1,1,0,1,1,203,0,1,164,0,1,2
1571,0,0,51,0,1,64,0,0,72,0,0,84
1748,0,0,27,0,0,45,0,0,28,0,1,0
1894,0,1,2,1,1,1,0,1,0,0,1,69
1021,0,0,162,0,0,83,0,0,54,0,0,69
1099,1,1,0,1,1,19,1,1,48,1,1,0
1212,0,0,95,0,0,162,0,0,214,0,0,216
1398,0,0,126,0,0,113,0,1,13,0,1,10
999,1,1,0,1,1,11,1,1,31,1,1,0
1630,1,1,0,1,1,0,1,1,0,1,1,0
1531,0,0,95,0,1,170,0,0,127,0,0,180
2165,0,1,65,0,1,42,0,1,111,0,1,77
2002,0,0,45,0,1,112,0,0,118,0,0,101
1156,0,1,22,0,1,0,0,1,11,0,0,98
695,0,0,26,0,0,87,0,0,130,0,0,117
1121,0,1,2733,0,0,0,0,1,0,0,0,0
1432,0,0,14,0,1,38,1,1,6,1,1,0
1707,0,0,81,0,0,0,1,1,78,1,1,7
1206,0,0,2,0,0,59,0,1,26,0,0,15
1275,0,0,0,1,1,41,0,0,12,1,1,0
2025,0,0,258,0,0,225,0,0,404,0,0,407
2310,0,0,232,0,0,160,0,1,178,0,1,69
1328,0,1,5,0,1,0,0,1,22,0,1,60
1951,1,1,0,1,1,7,1,1,32,1,1,50
1712,0,0,35,0,1,59,0,0,61,0,0,74
1479,0,0,69,0,0,85,0,1,58,0,0,71
1115,0,1,0,0,1,58,0,0,76,0,0,68
2193,1,1,0,1,1,236,1,1,94,1,1,32
2113,0,0,0,1,1,0,0,0,7,0,0,8
1662,0,0,342,0,1,334,0,1,59,1,1,0
1388,0,0,129,1,1,41,0,1,8,0,1,40
1278,0,1,0,1,1,0,0,1,0,0,1,2117
1753,1,1,0,1,1,0,1,1,24,0,1,0
1986,1,1,0,1,1,0,1,1,220,1,1,0
1362,0,0,198,0,0,429,0,0,120,0,0,196
818,0,1,69,0,0,80,0,0,288,0,0,167
1114,1,1,0,1,1,36,0,0,0,0,1,4
2042,0,0,52,0,0,53,0,0,59,0,0,112
2133,1,1,23,0,1,68,0,1,0,0,0,86
2234,0,1,0,1,1,20,1,1,16,1,1,18
1746,0,1,0,1,1,19,0,1,60,0,0,33
1400,0,0,23,0,0,87,0,0,55,0,0,51
1500,0,1,108,0,0,81,0,1,6,0,1,0
1038,0,1,50,0,1,110,0,1,21,0,0,47
2177,0,0,103,0,0,95,0,0,163,0,0,272
1283,0,0,155,0,0,158,0,0,210,0,0,62
1461,0,0,92,0,0,160,0,0,201,0,0,237
1411,1,1,0,1,1,22,0,1,93,1,1,61
1344,1,1,0,1,1,1,1,1,0,1,1,0
1577,0,1,0,1,1,74,1,1,0,1,1,8
1957,0,0,17,0,1,26,0,0,26,0,0,41
2308,0,0,32,0,0,99,0,0,35,0,0,0
1123,0,0,392,0,0,336,0,0,35,0,0,78
1182,0,0,10,0,1,121,0,0,0,0,1,0
1603,0,1,29,0,1,31,1,1,75,0,1,97
1708,0,1,19,0,1,73,1,1,0,1,1,0
1346,0,0,123,0,0,109,0,0,204,0,0,178
1697,0,0,34,0,1,0,0,0,0,0,0,13
1290,0,0,151,0,0,158,0,0,50,0,0,88
1281,0,1,0,1,1,57,1,1,22,0,1,18
1316,0,0,62,0,1,129,0,0,0,0,1,89
2529,0,1,0,0,1,182,1,1,0,0,1,5
1579,0,0,88,0,1,120,0,0,113,0,0,98
2218,0,1,0,1,1,51,0,1,21,0,1,47
1475,0,1,9,0,1,59,1,1,11,0,1,46
2458,0,0,70,0,0,101,0,0,46,0,0,13
2495,1,1,74,0,1,206,0,1,9,1,1,28
1800,0,1,0,0,1,66,0,0,6,0,1,40
1427,0,0,108,0,0,91,0,0,212,0,0,190
1738,1,1,0,1,1,76,1,1,23,1,1,33
1702,0,0,43,0,0,108,0,1,103,0,1,70
2243,0,0,54,0,1,65,1,1,0,1,1,0
2163,0,0,94,0,0,139,0,0,263,0,0,279
2322,1,1,0,1,1,16,1,1,11,0,1,0
2087,0,1,63,0,0,32,0,1,24,0,1,27
2397,0,1,0,1,1,15,0,0,0,0,0,1
1310,1,1,77,1,1,123,0,0,93,0,0,59
2047,1,1,0,1,1,0,1,1,36,1,1,23
1328,1,1,0,1,1,18,0,0,24,0,0,11
1583,1,1,0,1,1,205,1,1,29,1,1,7
1738,0,1,37,0,1,57,0,1,65,0,1,15
1410,1,1,24,1,1,47,0,0,157,0,0,137
1715,0,1,1,0,1,50,0,0,79,0,0,89
2340,0,1,120,0,1,195,0,1,247,0,1,282
1366,1,1,49,1,1,0,1,1,0,1,1,0
2540,1,1,16,1,1,9,1,1,0,1,1,0
1002,1,1,100,1,1,70,0,0,316,0,0,369
1542,1,1,13,1,1,16,1,1,2,0,1,4
2272,1,1,21,1,1,0,1,1,0,1,1,65
1205,0,1,0,1,1,35,0,1,0,1,1,35
1447,1,1,0,1,1,102,1,1,0,0,1,3
1170,0,0,69,0,0,286,0,0,371,0,0,374
1493,0,0,4,0,1,15,0,0,20,0,0,39
1955,0,0,33,0,1,35,0,0,122,0,0,121
1637,0,0,0,0,1,5,0,0,29,0,1,36
1965,0,1,10,0,0,82,0,1,37,1,1,53
2054,0,0,114,0,0,136,0,0,330,0,0,215
1724,0,0,79,0,0,88,0,0,227,0,0,180
1839,1,1,0,1,1,0,0,1,12,1,1,10
1088,0,0,46,0,1,21,0,0,0,0,0,49
1640,0,1,22,1,1,20,1,1,6,1,1,14
1872,1,1,26,0,1,67,0,1,50,0,1,0
2158,0,1,3,0,1,21,0,1,0,0,1,7
1389,1,1,0,1,1,61,1,1,0,1,1,60
1291,0,1,0,1,1,49,0,1,28,1,1,0
2107,0,0,0,1,1,0,1,1,41,0,0,11
1646,0,0,61,0,0,61,0,0,32,0,0,22
2387,0,1,31,0,1,28,0,0,20,0,0,53
1156,0,0,314,0,0,395,0,0,0,0,0,101
1906,0,0,9,0,1,11,0,1,46,0,0,15
1885,0,0,116,0,0,0,0,0,27,0,0,4
1265,0,0,42,0,1,43,0,1,6,0,1,1
1362,0,0,15,0,0,19,0,0,24,0,0,13
2204,1,1,0,1,1,0,1,1,1,1,1,2
2213,1,1,0,1,1,0,1,1,0,1,1,20
1520,0,1,2,0,1,33,0,1,44,0,1,24
1142,1,1,0,1,1,1,1,1,0,1,1,0
1566,0,0,0,1,1,38,1,1,0,1,1,0
1554,1,1,0,1,1,0,1,1,37,0,1,4
1674,1,1,0,1,1,26,1,1,0,1,1,1
1314,0,1,79,0,1,20,1,1,14,0,1,6
1475,0,0,171,0,0,99,0,0,110,0,0,47
1203,0,0,281,0,0,280,0,0,72,0,0,20
1952,0,0,26,1,1,17,1,1,96,0,0,80
1502,0,1,82,0,1,81,0,1,0,0,1,31
2116,0,1,0,1,1,4,1,1,21,1,1,0
2319,0,1,27,0,1,50,0,1,31,1,1,66
2123,0,1,1,0,1,0,1,1,24,0,1,13
2010,0,0,0,1,1,9,1,1,0,1,1,0
1243,0,0,0,0,1,84,0,0,39,1,1,47
1566,0,0,128,0,0,101,1,1,74,0,0,176
1566,0,0,18,0,0,0,0,1,76,0,1,107
1780,1,1,0,1,1,65,0,0,15,0,1,13
2108,0,1,22,0,1,0,0,1,15,0,1,0
1633,0,0,0,1,1,0,0,1,0,1,1,0
1665,0,1,0,1,1,90,1,1,49,0,1,34
1681,0,0,0,1,1,22,1,1,34,1,1,29
1992,0,0,68,0,0,81,0,1,60,1,1,0
1261,0,0,105,0,0,52,0,0,198,0,0,36
1842,0,0,48,0,1,29,0,0,30,0,0,115
1933,1,1,3,1,1,3,0,0,0,0,1,0
1376,0,1,0,0,1,0,0,1,119,0,1,24
2117,0,1,197,0,1,175,0,0,550,0,0,586
1308,1,1,289,1,1,0,0,1,243,0,1,1
2176,1,1,0,1,1,137,1,1,50,1,1,10
2377,0,0,108,0,0,152,1,1,55,1,1,19
1849,0,1,0,1,1,13,1,1,0,1,1,0
1848,0,1,0,1,1,38,1,1,30,1,1,31
1668,0,0,155,0,0,29,0,0,3,0,0,9
1663,0,1,1975,0,1,1960,0,1,1999,0,0,1992
1129,0,0,124,0,0,104,0,1,40,0,1,58
1894,1,1,24,1,1,0,1,1,17,1,1,0
1633,0,1,28,0,1,0,0,1,106,0,0,66
2011,0,0,54,0,0,0,0,1,0,1,1,1
1933,0,0,40,0,1,0,0,1,38,0,1,49
1713,1,1,0,1,1,3,1,1,0,1,1,0
1729,0,1,0,1,1,27,0,1,31,0,0,8
1546,0,1,0,1,1,39,1,1,0,1,1,9
1838,0,0,464,0,1,134,0,0,267,0,0,478
1048,0,0,131,0,0,283,0,0,156,0,0,150
2486,0,0,2,0,1,28,0,0,23,0,0,16
2489,1,1,0,1,1,0,0,1,0,0,1,16
1291,0,0,68,0,0,0,1,1,0,1,1,0
1753,1,1,0,1,1,39,1,1,0,1,1,0
1145,0,1,69,0,1,60,0,0,42,1,1,0
1009,0,0,0,0,1,13,0,0,46,1,1,93
1017,1,1,0,1,1,6,1,1,0,1,1,0
2609,0,1,144,1,1,11,1,1,36,1,1,0
1366,1,1,0,1,1,320,0,1,201,0,1,170
1530,1,1,73,1,1,0,1,1,90,1,1,2914
1804,0,0,100,0,0,156,0,0,52,0,0,156
2331,0,0,41,0,0,70,0,0,99,0,0,100
1861,0,1,33,0,0,50,0,0,104,0,0,121
1396,0,0,0,0,1,38,0,0,9,0,0,89
1856,0,0,0,1,1,37,0,0,0,0,1,4
1294,1,1,0,1,1,89,0,0,110,0,0,94
1269,0,1,84,0,1,105,1,1,19,1,1,0
2325,1,1,0,1,1,7,1,1,0,1,1,8
1131,0,0,99,0,0,91,0,0,148,0,0,138
2102,0,0,159,0,0,59,1,1,63,0,1,0
1872,0,0,72,0,0,78,0,0,41,0,0,61
1789,1,1,0,1,1,117,1,1,171,0,0,92
2079,0,0,0,1,1,0,0,1,96,0,1,175
1979,1,1,0,1,1,0,1,1,0,0,1,27
1663,0,1,52,0,1,77,0,1,31,0,1,75
2397,0,1,0,1,1,0,0,1,8,1,1,0
1803,0,1,60,0,0,114,0,0,56,0,0,0
1073,0,1,12,0,1,63,1,1,0,1,1,14
1596,0,0,102,0,0,49,1,1,29,1,1,0
1122,0,0,2,1,1,120,0,0,164,0,0,158
1452,0,1,18,0,1,52,0,0,65,0,0,56
2407,0,1,18,0,1,117,0,1,2,0,0,3
1804,1,1,0,1,1,32,1,1,0,1,1,0
1027,0,0,44,0,1,84,0,0,2,0,1,28
2018,0,1,0,1,1,23,0,1,27,1,1,11
2278,0,1,0,0,1,33,0,1,0,1,1,0
1262,1,1,0,1,1,8,0,1,30,1,1,0
2081,0,0,0,1,1,0,0,1,56,0,1,58
2241,0,0,1,0,1,51,0,0,26,0,1,25
1126,0,0,0,1,1,62,0,1,15,1,1,0
1513,0,1,10,0,1,2,1,1,27,1,1,7
1559,0,0,3267,0,0,3404,0,0,3865,0,0,1121
1746,0,0,181,0,0,331,0,0,286,0,0,403
1476,0,0,168,0,0,222,0,0,134,0,0,82
1992,0,0,49,0,0,54,0,0,31,0,1,0
2113,1,1,0,1,1,0,1,1,50,1,1,73
1675,0,0,119,0,0,198,0,0,0,0,1,12
2446,1,1,10,1,1,10,1,1,0,0,1,0
2213,0,1,22,0,1,22,0,1,35,0,1,0
2355,0,0,163,0,0,206,0,0,188,0,0,234
2050,1,1,0,1,1,40,1,1,0,1,1,11
1451,0,1,7,0,1,57,0,1,19,0,1,35
1613,0,1,55,0,1,95,1,1,0,0,1,0
1312,0,0,82,0,1,39,0,0,123,0,1,140
2083,1,1,0,1,1,172,1,1,35,1,1,29
1105,0,0,0,1,1,20,0,0,0,1,1,0
2169,0,0,2,0,1,21,0,0,49,0,0,33
1219,0,1,161,0,1,138,0,0,296,0,0,178
1499,0,1,0,1,1,68,0,1,35,1,1,8
1573,0,1,0,1,1,0,0,1,19,1,1,0
2568,1,1,0,0,1,0,1,1,0,0,1,33
1073,1,1,32,1,1,20,1,1,59,1,1,0
1690,0,0,265,0,0,464,0,0,508,0,0,552
1142,1,1,0,1,1,3,1,1,0,1,1,6
2297,1,1,0,1,1,19,0,1,25,0,1,2
1696,0,1,0,0,1,0,0,1,0,0,1,0
2351,1,1,0,1,1,0,1,1,7,0,0,64
2344,0,0,320,0,0,253,0,1,146,0,0,140
1958,0,1,15,0,1,22,0,1,1,0,1,122
1680,0,1,213,0,1,233,0,0,253,0,0,242
1164,0,0,96,0,0,101,0,0,17,0,0,34
2092,0,0,69,0,0,0,0,1,1,0,1,1
1077,0,0,80,0,0,151,0,0,62,1,1,31
2099,1,1,0,1,1,159,1,1,11,1,1,0
968,0,1,2,0,1,15,0,0,18,0,1,9
2060,0,0,310,0,0,305,0,0,53,1,1,25
1343,0,0,115,0,0,195,0,0,39,0,0,225
1010,0,1,0,1,1,52,0,1,74,0,1,0
1921,0,0,2,0,1,2,1,1,2,0,1,0
1370,1,1,45,0,1,0,1,1,114,1,1,55
1052,0,0,13,0,1,69,0,0,91,0,0,99
885,0,0,377,0,1,391,0,1,447,0,1,462
2291,1,1,0,1,1,0,1,1,0,1,1,5
1901,0,1,0,1,1,1,1,1,13,1,1,7
1849,1,1,0,1,1,33,1,1,58,1,1,0
1433,1,1,0,1,1,53,0,1,13,1,1,0
927,0,0,69,0,0,56,0,0,192,0,0,79
1883,1,1,22,1,1,6,0,1,319,0,0,345
1766,1,1,0,1,1,0,1,1,7,1,1,0
1615,0,0,67,0,0,14,0,0,0,0,1,3
2044,0,0,12,0,0,408,0,1,0,1,1,0
1790,0,1,0,1,1,35,0,1,18,0,0,13
1551,0,1,117,0,1,22,0,1,132,0,0,1702
1525,0,1,0,1,1,0,1,1,24,0,0,0
1761,0,1,66,0,1,110,0,0,198,0,0,259
1099,0,0,36,0,1,48,1,1,0,0,1,64
2064,0,1,0,1,1,0,1,1,5,0,1,16
1864,1,1,0,1,1,20,0,1,140,0,1,51
1261,0,0,86,0,0,110,0,0,42,0,0,157
1622,0,1,23,0,0,23,0,1,23,0,0,32
1589,1,1,0,1,1,0,1,1,5,0,1,18
2143,0,0,0,0,0,0,0,0,1,0,0,1
1344,0,1,231,0,1,104,0,0,64,0,0,35
976,0,0,50,0,0,142,0,0,105,0,0,80
1513,1,1,64,0,1,33,1,1,103,1,1,17
1255,0,0,74,0,0,57,0,0,133,0,0,166
1099,1,1,0,1,1,31,1,1,3,1,1,10
2188,0,1,5,0,1,2,1,1,0,1,1,17
1794,0,0,248,0,0,489,0,0,434,0,0,425
2132,1,1,19,0,1,44,0,0,8,0,1,26
1818,1,1,0,1,1,104,0,1,4,0,1,24
1500,1,1,0,1,1,8,0,1,26,0,1,0
1305,1,1,0,1,1,16,0,1,121,0,0,81
1716,1,1,0,1,1,38,0,1,2439,0,0,2593
1363,0,0,263,0,0,73,0,0,75,0,0,107
1719,1,1,40,0,1,0,0,1,49,0,0,114
2362,0,0,19,0,0,0,0,0,52,0,0,27
1522,0,0,102,0,0,218,0,0,100,0,0,120
2371,0,0,12,0,1,63,1,1,0,1,1,13
1655,0,1,8,0,1,33,1,1,12,1,1,17
1463,1,1,0,1,1,61,1,1,8,1,1,12
1246,0,0,91,0,0,55,0,0,132,0,0,39
2110,1,1,43,0,1,24,1,1,0,1,1,0
1913,0,0,44,0,0,42,0,0,35,0,0,29
2150,1,1,0,1,1,11,1,1,37,1,1,35
1802,1,1,0,1,1,0,1,1,63,1,1,29
1327,1,1,74,0,1,47,0,1,3,0,1,17
1075,0,0,667,0,0,553,0,0,1978,0,0,1973
2394,1,1,15,1,1,24,1,1,11,1,1,31
1379,1,1,0,1,1,0,1,1,0,1,1,0
1803,0,0,28,0,1,24,0,1,13,0,1,21
1876,0,1,64,0,1,76,0,0,95,0,0,140
2400,1,1,0,1,1,0,0,1,66,0,1,57
1195,0,0,23,0,1,17,0,0,39,0,0,31
1990,0,1,0,1,1,67,0,1,6,0,0,50
1740,0,1,109,0,1,44,0,0,136,0,0,73
1071,0,0,270,0,0,240,0,0,308,0,0,258
1365,1,1,0,1,1,0,0,0,0,0,0,0
1845,0,1,20,0,1,75,0,0,36,0,0,40
1280,0,1,309,0,1,267,1,1,128,0,1,12
1766,1,1,6,1,1,0,1,1,0,1,1,0
954,1,1,0,1,1,33,1,1,0,1,1,4
906,1,1,38,1,1,47,1,1,0,1,1,27
2213,0,1,55,0,1,0,0,1,0,1,1,30
1073,1,1,1,1,1,55,1,1,0,0,1,3
1811,0,1,37,0,0,64,0,0,158,0,0,45
1542,0,0,12,0,1,69,0,1,25,0,0,33
2035,0,0,67,0,0,70,0,1,42,0,0,70
1659,0,1,129,0,1,283,1,1,0,1,1,4
1148,0,1,0,1,1,38,1,1,0,1,1,17
1523,1,1,0,1,1,65,1,1,0,1,1,0
1944,0,0,132,0,0,129,0,0,243,0,0,271
1838,0,0,65,0,0,11,0,1,11,0,1,0
2432,1,1,0,1,1,107,0,1,81,0,0,236
1117,0,1,248,0,0,242,0,0,20,0,0,78
975,1,1,11,0,1,13,1,1,41,1,1,1640
1261,0,0,131,0,0,3018,0,0,3011,0,0,3025
1769,0,0,4,0,0,29,0,0,12,0,0,4
2077,1,1,0,1,1,159,1,1,0,1,1,0
2200,0,1,44,0,1,222,0,0,92,0,0,211
1733,0,1,84,0,1,54,0,1,0,1,1,24
1296,0,0,319,0,1,335,0,1,169,0,1,249
1653,0,0,109,0,0,178,0,1,72,0,1,122
2262,1,1,0,1,1,36,1,1,0,1,1,22
1531,0,0,38,0,0,25,1,1,3,0,0,33
1382,0,0,39,0,1,107,0,1,87,0,0,57
1248,0,0,96,0,0,56,0,0,48,0,1,60
2223,0,0,51,0,1,96,0,0,115,0,1,153
1972,0,1,10,0,1,7,0,1,0,0,1,19
1659,0,1,6,1,1,14,1,1,0,1,1,14
2008,0,0,25,0,1,41,0,0,0,0,1,9
1378,1,1,0,1,1,0,1,1,35,1,1,0
2098,1,1,0,1,1,45,0,1,71,0,1,49
952,0,0,177,0,0,8,0,0,64,0,0,62
1819,0,0,151,0,0,208,0,0,159,0,0,85
1819,1,1,0,0,1,104,0,1,60,0,0,35
1807,0,1,0,1,1,25,1,1,0,1,1,0
1678,0,0,59,0,1,157,0,0,116,0,0,180
1302,0,0,3,0,1,12,0,0,52,0,0,97
1165,0,1,20,0,1,16,0,1,39,0,1,12
1017,1,1,2,1,1,55,1,1,54,0,0,59
1548,1,1,41,0,1,0,1,1,60,1,1,72
2127,1,1,88,1,1,33,1,1,84,1,1,32
1913,1,1,0,1,1,36,1,1,18,0,1,22
1896,1,1,0,1,1,0,1,1,0,1,1,0
1481,0,0,2,0,1,39,0,1,91,1,1,0
1344,0,1,46,0,0,25,0,1,0,0,1,6
1511,0,1,117,0,1,0,0,1,18,0,1,75
1070,0,1,0,1,1,93,0,1,46,0,0,59
1775,0,0,0,1,1,0,1,1,94,0,1,40
1873,1,1,76,1,1,0,0,0,0,1,1,15
2124,1,1,0,1,1,69,0,0,99,0,0,28
2037,1,1,0,1,1,0,0,1,83,0,1,113
1921,0,0,2,0,0,3,0,1,0,0,1,0
1542,0,0,88,0,0,90,0,0,103,0,0,134
2028,0,1,17,0,1,37,0,0,68,0,0,112
1852,0,0,63,0,0,96,0,0,27,0,0,90
1430,0,0,75,0,1,101,0,0,74,0,0,28
1731,0,1,152,0,1,150,0,1,42,0,0,0
1901,0,0,30,0,1,16,1,1,0,0,1,0
1086,1,1,0,1,1,55,1,1,0,1,1,0
1322,0,1,1,0,1,45,0,1,85,0,1,39
1563,1,1,0,1,1,81,0,1,13,0,1,35
1417,0,0,481,0,0,494,0,0,6,0,0,29
2150,1,1,0,1,1,0,1,1,29,0,1,0
1068,0,1,0,1,1,187,0,1,277,0,1,155
1843,0,0,55,0,1,41,0,0,0,0,0,0
2185,0,0,107,0,0,148,0,0,52,0,0,53
1986,1,1,11,0,1,0,1,1,42,1,1,9
2057,0,0,8,0,1,97,0,0,116,0,0,148
1948,1,1,0,1,1,84,0,0,0,1,1,0
2827,0,0,18,0,0,98,0,0,84,0,0,116
1606,0,0,2,0,1,3,0,0,283,0,1,660
1312,0,0,119,0,1,117,0,1,78,0,1,41
1358,0,0,53,0,1,126,0,0,96,0,0,75
1753,0,0,1996,0,0,1985,0,0,1885,0,0,1873
2563,1,1,0,1,1,0,0,1,0,1,1,30
2245,1,1,0,1,1,49,0,1,117,0,0,103
1135,1,1,0,1,1,0,1,1,0,1,1,16
939,1,1,0,1,1,0,0,1,18,1,1,0
2381,0,1,0,1,1,0,0,1,0,1,1,0
1638,0,0,176,0,0,39,0,0,61,0,0,54
1844,0,0,174,0,0,172,0,0,0,0,0,23
1688,0,1,145,0,1,79,0,1,51,0,0,97
1726,0,1,0,0,1,0,1,1,52,1,1,25
1746,0,0,41,0,0,84,0,0,157,0,0,155
2124,0,1,0,1,1,0,0,1,0,0,1,1890
1667,0,0,15,0,1,31,0,0,0,0,0,38
1096,0,0,301,0,0,127,0,0,83,0,0,141
1019,1,1,0,1,1,11,0,1,0,1,1,0
2235,0,1,91,0,0,8,0,0,50,0,1,43
2106,1,1,0,0,1,0,1,1,0,1,1,0
1654,0,1,27,0,1,35,0,1,0,0,1,5
1638,0,1,3,1,1,21,0,1,11,1,1,0
1662,0,0,14,0,1,10,0,0,73,0,0,1
1707,0,0,78,0,0,104,0,1,75,0,0,45
1526,0,0,107,0,0,99,0,0,98,0,0,41
1326,0,0,79,0,1,57,0,1,17,1,1,0
1915,0,1,19,0,1,19,0,1,86,0,1,56
1554,0,0,0,1,1,45,0,1,0,1,1,23
1633,1,1,42,0,1,68,0,0,0,0,1,0
1617,1,1,0,1,1,36,0,1,127,0,1,205
1056,0,0,86,0,0,14,0,0,48,0,0,54
2032,0,1,73,0,1,0,0,1,4,1,1,45
1434,0,0,17,0,1,42,0,0,29,0,0,70
1703,1,1,0,1,1,33,0,1,39,0,1,51
1847,0,1,40,0,1,17,0,0,73,0,0,2951
1532,1,1,44,1,1,29,1,1,3,0,1,0
1282,1,1,29,1,1,30,0,1,3,1,1,22
1531,1,1,0,0,1,147,1,1,3,1,1,628
2267,0,0,0,0,1,6,1,1,0,0,1,19
1470,1,1,0,1,1,23,0,1,119,0,0,171
1521,0,1,54,0,1,59,1,1,24,1,1,0
1914,0,0,42,0,0,58,0,0,48,0,0,17
1851,0,0,0,1,1,93,0,1,0,1,1,0
2276,0,0,79,0,0,80,0,0,58,0,0,25
1115,0,1,29,0,1,108,0,0,76,0,0,46
1115,0,0,44,0,0,0,1,1,12,1,1,10
1393,0,0,75,0,0,176,0,0,45,0,0,36
2695,1,1,0,1,1,144,0,1,44,0,1,74
1111,0,1,0,0,1,0,1,1,9,1,1,0
937,0,0,12,0,1,62,0,0,131,0,0,167
1408,0,0,25,0,1,58,0,0,83,0,0,72
580,0,1,157,0,0,132,0,0,0,1,1,0
1489,0,0,0,1,1,82,0,1,38,0,1,44
1451,0,0,6,0,1,101,0,0,41,0,0,13
1754,0,0,261,0,0,490,0,0,714,0,0,673
1700,0,0,73,0,0,36,0,0,36,0,1,72
2166,0,0,299,0,0,300,0,0,398,0,0,478
1383,0,0,35,0,1,54,0,0,18,0,0,27
2426,0,1,0,1,1,0,1,1,32,1,1,30
2204,1,1,0,1,1,37,1,1,26,1,1,7
1745,0,0,17,0,0,24,0,1,24,0,0,35
897,0,0,176,0,0,200,0,0,426,0,0,343
1990,1,1,0,1,1,35,1,1,21,1,1,0
1588,0,0,89,0,0,9,1,1,13,1,1,15
2706,1,1,0,1,1,38,1,1,51,1,1,0
2211,0,1,39,0,1,91,0,0,63,0,1,19
1206,0,0,0,0,1,0,0,1,41,0,0,13
2078,0,0,70,0,0,59,0,1,35,0,0,0
1451,0,0,0,1,1,18,0,0,17,0,0,17
1830,1,1,0,1,1,9,0,1,28,0,0,60
596,1,1,196,0,1,231,0,0,155,0,0,217
1312,0,0,0,1,1,30,0,0,207,0,0,195
2006,0,0,13,0,0,64,0,0,30,0,0,64
1825,0,0,212,0,1,236,0,0,295,0,0,325
2187,0,0,94,0,0,26,0,1,105,0,1,152
2118,0,0,245,0,0,400,0,1,126,0,0,64
2060,0,1,98,0,0,108,0,0,61,0,0,90
1408,0,1,157,0,1,102,0,1,9,0,1,2
1857,0,1,0,1,1,65,0,1,0,1,1,17
1059,0,0,43,0,0,49,0,1,102,0,1,35
